Messages,Lang
noob haha,ENGLISH
hhahaha,SPANISH
hahahaha nub,SPANISH
HAHAHAHA,SPANISH
weeew,SPANISH
weeew,SPANISH
es kell me,ENGLISH
uh nuu,ENGLISH
lol dead again,ENGLISH
lul nub,SPANISH
luna jug top,SPANISH
we know,ENGLISH
2nd tower,ENGLISH
we can see,ENGLISH
lol,SPANISH
LOL,SPANISH
3-7 hahaha,SPANISH
end quick,ENGLISH
noob magnus,ENGLISH
magnus muted?,ENGLISH
speak mag,ENGLISH
Bot magnus lmao,ENGLISH
noob,SPANISH
DEAD,ENGLISH
HAHAHAHAHA,SPANISH
swap commend,ENGLISH
Swap commend,ENGLISH
noob mag,ENGLISH
基地,CHINESE
没话说了、,CHINESE
少个人都这么费劲吗,CHINESE
速度，碰到萨比真是烦,CHINESE
还,CHINESE
сноси,RUSSIAN
xD,SPANISH
uwu,ENGLISH
lol,SPANISH
ursa RS?,SPANISH
lol,SPANISH
?,[]
lol,SPANISH
no dameg,SPANISH
how PA can farm,ENGLISH
lol,SPANISH
just like a creep,ENGLISH
so cute,ENGLISH
bkb ,ENGLISH
sad,SPANISH
whoops,ENGLISH
comeback,ENGLISH
ooh shit,ENGLISH
back guys back,ENGLISH
hold bb,ENGLISH
farm bb,ENGLISH
this is it,ENGLISH
\ue128,SPANISH
the begining of comeback,ENGLISH
nvm,SPANISH
ggez,SPANISH
wow,ENGLISH
gg,ENGLISH
fk,ENGLISH
forti?,ENGLISH
gah damn,ENGLISH
nt,ENGLISH
GG,ENGLISH
gg,ENGLISH
slar dog pick,ENGLISH
me kil 3,ENGLISH
"13 3,,me kil 3",ENGLISH
2 21,[]
me kil 3,ENGLISH
so what,ENGLISH
u kill 3,ENGLISH
u die 9,SPANISH
14 mins,ENGLISH
wtf,ENGLISH
me kil 3,ENGLISH
team no kil,ENGLISH
u die 11,SPANISH
1 vs 5,ENGLISH
hahaha,SPANISH
gg,ENGLISH
team zero kil wkwkw,ENGLISH
team zero kill wkkwwk,SPANISH
07 0 8 02 02,[]
hahahahaha,SPANISH
ez mid,SPANISH
АЖБ,RUSSIAN
gg,ENGLISH
owww,ENGLISH
end this is borin,ENGLISH
reporty pa,ENGLISH
why?,ENGLISH
griefing,ENGLISH
how?,ENGLISH
he afk,ENGLISH
afk won;t even fight fail anf crynig now,ENGLISH
this team talks too much,ENGLISH
you deserve an mid afk,ENGLISH
g,ENGLISH
ez,SPANISH
4 UTHJZ,SPANISH
ЕБАНУТЕЫЕ,RUSSIAN
HJAK,ENGLISH
РОФЛ,RUSSIAN
ЫХВХЫХ,RUSSIAN
FAS[F[AS,SPANISH
ujkjlyst,ENGLISH
),[]
??,[]
(,[]
мне грустно,RUSSIAN
спасите,RUSSIAN
ок,RUSSIAN
gjrehb,ENGLISH
подрочи,RUSSIAN
покури,RUSSIAN
мне 11,RUSSIAN
какой покури,RUSSIAN
ахаххахахах,RUSSIAN
nice axe,ENGLISH
AHAHAHAHAHA,SPANISH
AHHAAHAHAHA,ENGLISH
),[]
-,[]
gg,ENGLISH
пп,RUSSIAN
zhe萨尔玩的好贱,CHINESE
你们都是大傻0.逼没有小吉吉,CHINESE
举报已提交,CHINESE
gg,ENGLISH
？,[]
继续买,CHINESE
best rrilane,SPANISH
2 sup troll no msm game ,ENGLISH
As 6hr da manhã,SPANISH
foda,ENGLISH
end,ENGLISH
o jogo er de vcs,ENGLISH
pq,SPANISH
kkkkkkkk,ENGLISH
partida zoada kkk,ENGLISH
sim,SPANISH
tinha tudo pra ganhar,SPANISH
"wind sup 5, maelstrom",ENGLISH
mas zeus suporte,SPANISH
...,[]
jsjsjjs,SPANISH
Ez game,ENGLISH
pior q hj ta assim,SPANISH
já é a quarta partida q cai gente assim,SPANISH
seguro wind nao tem mais roles,SPANISH
por isso que o cara continua na msm braquete,SPANISH
wind aidna ta no game kk,ENGLISH
kakakkkkakakakakakakaakakaaka,ENGLISH
kkkk,ENGLISH
q porra foi essa,SPANISH
pelo amor,SPANISH
como gosta de sofrer,SPANISH
kkk,ENGLISH
kkkkkkkk,ENGLISH
KKKKKKKKKKKKKK,ENGLISH
xd,SPANISH
gort noooooooooooo,SPANISH
gort,ENGLISH
brother,ENGLISH
my b,ENGLISH
gg,ENGLISH
gg wp,ENGLISH
waanted to press r sorry,ENGLISH
gg wp,ENGLISH
gg,ENGLISH
gg wp ,ENGLISH
sorry gort,ENGLISH
gg,ENGLISH
mercy ld,ENGLISH
offlane diff,ENGLISH
offlane diff,ENGLISH
ty,ENGLISH
gg,ENGLISH
lol,SPANISH
нахуй он вам нужен? ,RUSSIAN
фига бабок,RUSSIAN
почаще так,RUSSIAN
куда вы еп,RUSSIAN
),[]
ты зачем кобальта порвал,RUSSIAN
сосать,RUSSIAN
с виспом тройкой в доту поиграть,RUSSIAN
удачи,RUSSIAN
висп на зарплате катки сливает,RUSSIAN
а говорят агентов не существует,RUSSIAN
gg,ENGLISH
я ва выебу,RUSSIAN
Вы железнодорожники пацаны?,RUSSIAN
Вы железнодорожники нет?,RUSSIAN
грим,RUSSIAN
чемпион,RUSSIAN
ахахха,RUSSIAN
xt ds[jlbn ybxmz,ENGLISH
выходит ничтя,RUSSIAN
изи,RUSSIAN
GG,ENGLISH
gg ,ENGLISH
",_,\\",[]
да за что,RUSSIAN
we are ging next ,ENGLISH
prove it,ENGLISH
weird way to go next,ENGLISH
gg,ENGLISH
comon man,ENGLISH
wtf is this game..,ENGLISH
What      happen techis?,ENGLISH
sup,ENGLISH
Ez bottt,SPANISH
LOL,SPANISH
WTF IS THIS?,ENGLISH
gg,ENGLISH
Herald gaming?,ENGLISH
wew,ENGLISH
so focus,ENGLISH
on me,ENGLISH
little puck,ENGLISH
u stronk,ENGLISH
ahahaha,SPANISH
puck,ENGLISH
end,ENGLISH
puck never play mid again,ENGLISH
lol,SPANISH
oi def,ENGLISH
lol,SPANISH
w0tf,ENGLISH
dont make it more boring,ENGLISH
blademail vs satanic,ENGLISH
bro,SPANISH
lol,SPANISH
ez legend 3,SPANISH
low rank,ENGLISH
放弃吧,CHINESE
多大仇。。就盯着我。。,CHINESE
发力了？,CHINESE
你上瘾了么-，-,CHINESE
- 3 -,[]
EZ,SPANISH
?,[]
end mid,ENGLISH
gg,ENGLISH
gg all wp pw ,ENGLISH
doggy dog?,ENGLISH
u there?,ENGLISH
gg,ENGLISH
man pa,SPANISH
XD,SPANISH
u die for a little supp,ENGLISH
XD,SPANISH
gg,ENGLISH
Gg,ENGLISH
guys,ENGLISH
u are,ENGLISH
nerds,ENGLISH
yall nerds,ENGLISH
tbh,ENGLISH
mid,SPANISH
rekt niyo,ENGLISH
waste time,ENGLISH
"laroin mo magaling ka nmm,n eh",ENGLISH
katamad,SPANISH
solo,SPANISH
labne,SPANISH
morph where r u,ENGLISH
i miss u :(,ENGLISH
no way u lose this game,ENGLISH
no way u win this game,ENGLISH
tjhats what i said,ENGLISH
why aim me?,ENGLISH
hey morph :D,ENGLISH
yo,ENGLISH
report morp pls,ENGLISH
ts,ENGLISH
ahahaha,SPANISH
i soloed,ENGLISH
top,ENGLISH
nop question,ENGLISH
bout that,ENGLISH
he solo top,ENGLISH
he see warlock pulling camp,ENGLISH
he solo top,ENGLISH
report morp pls,ENGLISH
report u too?,ENGLISH
storm,ENGLISH
why u lvl 13,ENGLISH
HAHAHAHA,SPANISH
oh lvl 13 storm,ENGLISH
he thinks hes good,ENGLISH
cant blame this tiny,ENGLISH
ahahaha,SPANISH
0 damage,ENGLISH
he rage quit,ENGLISH
pls give chance,ENGLISH
dont pause pls,ENGLISH
sry too busy chasing morph ,ENGLISH
didnt realise troll dc,ENGLISH
see,ENGLISH
XD,SPANISH
u enjoy eating morp?,ENGLISH
yeh ,ENGLISH
right morph? \ue03d,ENGLISH
hahaha,SPANISH
yep,ENGLISH
morp for breakfast,ENGLISH
lunch and dinner,ENGLISH
0 sec 2x dead,ENGLISH
XD,SPANISH
Storm u ok?,ENGLISH
kya ><,ENGLISH
wag,ENGLISH
hehe,ENGLISH
XD,SPANISH
qwjndinqwd,ENGLISH
bat ako,ENGLISH
hehe,ENGLISH
bobo nmn ng storm nyo,ENGLISH
subra b,SPANISH
suga sean omaliii,SPANISH
kala ko supp,ENGLISH
^^,[]
taga hatak lang yan e,ENGLISH
HAHAHA,SPANISH
taga hatak pababa,ENGLISH
a[aka,ENGLISH
apaka,ENGLISH
bobo,SPANISH
talaga,SPANISH
HAHAHAHA,SPANISH
bat ganyan ka,ENGLISH
nasa fountain p yan,ENGLISH
такая ты мразь на од,RUSSIAN
пиздец вы дауны,RUSSIAN
2 руны мудрости,RUSSIAN
зато ты теперь умный,RUSSIAN
ХАХАХАХААХ,RUSSIAN
джакирос руинер)),RUSSIAN
первый айтем на ебланара - алтбарда,RUSSIAN
рампагу,RUSSIAN
бери,RUSSIAN
не жмотьте,RUSSIAN
харош,RUSSIAN
бери у нас все равно еблан на баланаре,RUSSIAN
найт сталкер,RUSSIAN
лучший,RUSSIAN
первый айтем - алибарда,RUSSIAN
какой же мудак,RUSSIAN
лайк поставим,RUSSIAN
я просто люблю доут,RUSSIAN
без хуйни ,RUSSIAN
"cgfcb,j",ENGLISH
СПАСИБО,RUSSIAN
сларк мать ебал,RUSSIAN
там аганим был,RUSSIAN
я так понял,RUSSIAN
говорят я виноват ,RUSSIAN
что я за наблюдателя,RUSSIAN
что мы проебали,RUSSIAN
играю,RUSSIAN
гг лайк,RUSSIAN
лайк найт сталкеру,RUSSIAN
非用这个补刀吗,CHINESE
这么帅？,CHINESE
WTF,ENGLISH
vs ur right side,ENGLISH
there is ward,ENGLISH
in front of wolf,ENGLISH
Can we END,ENGLISH
haha,ENGLISH
haha end it ,ENGLISH
yeah we will ent it,ENGLISH
pfft,ENGLISH
hahaha,SPANISH
GG EZ,SPANISH
sad,SPANISH
ez bot,SPANISH
pft 35mins,ENGLISH
знаете чьё очко выебет свен в лейте?,RUSSIAN
сильно,RUSSIAN
"вопрос в том, чье очко сф считает своим",RUSSIAN
ХАВЗПХЫВАПЗЫ,RUSSIAN
змейка сбила),RUSSIAN
ДА МЫ В КУРСЕ,RUSSIAN
всю игру сбивает,RUSSIAN
ОЧ СМЕШНО ПОЛУЧИЛОСЬ,RUSSIAN
да ты вообще ебало завали на од)) научись мид стоять,RUSSIAN
30 тир,RUSSIAN
ок),RUSSIAN
так у тебя ноль крипов,RUSSIAN
на од,RUSSIAN
все верно,RUSSIAN
алло,RUSSIAN
гдле манта,RUSSIAN
красава сф,RUSSIAN
да я причем ебаный рот))),RUSSIAN
почаще бы попадаться против тебя,RUSSIAN
сильнейший,RUSSIAN
в своем версе,RUSSIAN
"акбаер на троле,афк на марсе",RUSSIAN
как говорят против сильных интереснее играть,RUSSIAN
ты действительно силен,RUSSIAN
аж пиздец,RUSSIAN
силен),RUSSIAN
да особенно когда койлами мазал на миду,RUSSIAN
когда дазл гангал,RUSSIAN
"господи,ты сам всё знаешь,не выёбуешься)",RUSSIAN
я тебя хвалю,RUSSIAN
не себя,RUSSIAN
ты сильный,RUSSIAN
"регни еще раз,я тебя еще раз выебу))",RUSSIAN
только в додж марса кину,RUSSIAN
С тролём,RUSSIAN
стойте,RUSSIAN
Подождите сф,RUSSIAN
главный додж это ты сам,RUSSIAN
lag?,ENGLISH
xd,SPANISH
lags es,ENGLISH
gg,ENGLISH
Какие вы боты,RUSSIAN
это пизда,RUSSIAN
что нахуй с играми,RUSSIAN
we losse how many mmr ?,ENGLISH
36 ?,[]
-40,[]
gl,ENGLISH
wtf,ENGLISH
kidding,ENGLISH
game for 20,ENGLISH
max,ENGLISH
we win 10 ?,ENGLISH
u win 0,ENGLISH
dog,ENGLISH
you win 25 or 30,ENGLISH
glhf,ENGLISH
bh mid ?,ENGLISH
?,[]
lags,ENGLISH
sec,SPANISH
Haha,ENGLISH
why you adding me,ENGLISH
xD?,SPANISH
you think you won?,ENGLISH
flame me bane ??,SPANISH
yikes,ENGLISH
karma,SPANISH
нихуя бастер на варлоке на 3 к ))))),RUSSIAN
не бустер я,RUSSIAN
так он с ботами ,RUSSIAN
накрутил это,RUSSIAN
наабузил давно ,RUSSIAN
лет 7 назад,RUSSIAN
GEGE,ENGLISH
трон,RUSSIAN
ебать,RUSSIAN
за руну отдался),RUSSIAN
F]DPLSAASPIOJOPIAJSAIOJPSD,SPANISH
AOSbnudsaoiuhasdoijboaudsbhoainsdudasoniu,ENGLISH
iuybsadiyugbadshiudasiuhasdasd,ENGLISH
0))))),[]
)_))),[]
)))000,[]
ahuahahah,SPANISH
"b,",ENGLISH
"bm,",ENGLISH
1 ,[]
шмотка у типа ,RUSSIAN
-азха-а,RUSSIAN
команда ебланов какая-то мыв проигрываем а они нападают )),RUSSIAN
лк,RUSSIAN
почему он ждал?,RUSSIAN
пока ты не умрешь?,RUSSIAN
ты про меня ?,RUSSIAN
хз,RUSSIAN
не,RUSSIAN
лион ждал пока не умрет лк,RUSSIAN
и потом дал кнопки,RUSSIAN
уводите курьеров,RUSSIAN
kyry vivedite,ENGLISH
по репорту макаке,RUSSIAN
не успел пятнюню дать,RUSSIAN
Соре бро,RUSSIAN
0 13,[]
0 6,[]
2 3,[]
)),[]
защита древних,RUSSIAN
ggs,ENGLISH
lol,SPANISH
noob,SPANISH
...,[]
l;oll,ENGLISH
gg,ENGLISH
ez top,SPANISH
？？,[]
撒情况,CHINESE
jd,SPANISH
да епал кароч,RUSSIAN
эт хуйнююю,RUSSIAN
молчат ка кдолабебы все,RUSSIAN
+,[]
сносите,RUSSIAN
тима уепбков,RUSSIAN
вы не дефайте,RUSSIAN
не наглей,RUSSIAN
гг,RUSSIAN
ГГ,RUSSIAN
EXTREMLY GREED,ENGLISH
XDXD,SPANISH
ez,SPANISH
zZz,SPANISH
))),[]
gg,ENGLISH
中推,CHINESE
抢大哥 真垃圾,CHINESE
谁抢大哥啊,CHINESE
举报哦,CHINESE
脑壳痛,CHINESE
到底是谁,CHINESE
开始讨论该怎么搭配整容了,CHINESE
这阵容论5号位   谁该去,CHINESE
对面说一下,CHINESE
zs想中,CHINESE
都是什么水平，心里没数吗，在这个比段位还在讨论整容,CHINESE
我tm 这段位都是乱走吗,CHINESE
自己发挥长处玩被,CHINESE
人人都是大哥,CHINESE
你试试去抢美杜莎的钱和刀你试试,CHINESE
排哪玩哪呗,CHINESE
他不挂机我跟你姓,CHINESE
你们这样消极也没什么意思啊,CHINESE
全英雄阵容 没有位置 一般会乱出英雄,CHINESE
这分段就是确实会玩的5号位,CHINESE
都是想打大哥c 结果被人按着打,CHINESE
缺少,CHINESE
不过美杜莎是真又菜有爱比比,CHINESE
确实,CHINESE
人人都有一颗当大哥的心,CHINESE
你试试 没人5号位 或者5号位垃圾 分分中挂机,CHINESE
大哥打屁,CHINESE
以为你们不打了呢,CHINESE
然后你就看着大哥刷了20分钟野区 结果参团就死,CHINESE
都进泉水了 我不开个大对不起人马,CHINESE
猛犸这大招,CHINESE
Will you guys be toxic ?,ENGLISH
pls repor lion,ENGLISH
Even if you are gonna win ?,ENGLISH
Will you guys commit cyberbullying ?,ENGLISH
gg,ENGLISH
gg,ENGLISH
gg,ENGLISH
gg,ENGLISH
gg,ENGLISH
gg,ENGLISH
gg,ENGLISH
gg,ENGLISH
gg,ENGLISH
gg,ENGLISH
pls report lion,ENGLISH
See,ENGLISH
lion off lane,ENGLISH
?,[]
kill me,ENGLISH
I wil throw,ENGLISH
gg,ENGLISH
gg,ENGLISH
hw is so noob,ENGLISH
gg,ENGLISH
end,ENGLISH
let end fast,ENGLISH
gg,ENGLISH
hahaha,SPANISH
end,ENGLISH
bored,ENGLISH
see,ENGLISH
gg,ENGLISH
welcome back,ENGLISH
pls report,ENGLISH
hw lion and wd,ENGLISH
?,[]
thats so try hard,ENGLISH
your suck,ENGLISH
sorry i noob,ENGLISH
see this hw,ENGLISH
stfu,ENGLISH
and lion,ENGLISH
you really thought you can win,ENGLISH
waste of time,ENGLISH
kill hw,ENGLISH
go,SPANISH
for what?,ENGLISH
when we can take the throne,ENGLISH
isnt that the purpose of the game,ENGLISH
bloody waste of my time,ENGLISH
report hw,ENGLISH
kuy,SPANISH
kuy,SPANISH
kuy,SPANISH
kuy,SPANISH
kuy,SPANISH
Kuy,SPANISH
kuy,SPANISH
GG,ENGLISH
basic as 123,ENGLISH
what in the last pick,ENGLISH
is that,ENGLISH
gg,ENGLISH
MID DIF,ENGLISH
GG,ENGLISH
ты ебанулся,RUSSIAN
ЧТО СЛУЧИЛОСЬ?,RUSSIAN
я думал в петуха дам,RUSSIAN
варден сын шлюхи,RUSSIAN
знайте,RUSSIAN
)),[]
бля акс,RUSSIAN
ну иди нахуй,RUSSIAN
ну проебали же уже,RUSSIAN
нахуй ты сидишь кнопки тыкаешь,RUSSIAN
расслабься и получай удовольствие ,RUSSIAN
алкаш ебаный уйди отсюда,RUSSIAN
под брошкой сатаник не работает что л и?,RUSSIAN
ребятишки,RUSSIAN
ne,ENGLISH
),[]
пиздец,RUSSIAN
не буду знать,RUSSIAN
),[]
GL next,ENGLISH
eto pizdec,SPANISH
prosto,SPANISH
a ne igra,SPANISH
why u do nothiung ?,ENGLISH
xD,SPANISH
gg,ENGLISH
good please to be afk,ENGLISH
gg,ENGLISH
gg he says,ENGLISH
shuti,ENGLISH
пе9ики,RUSSIAN
SS,ENGLISH
Zeus,SPANISH
you are a waste of time ,ENGLISH
who ?,ENGLISH
u lion >?,ENGLISH
lion for sure,ENGLISH
offlane tink haha,ENGLISH
Opss,ENGLISH
manners,ENGLISH
end plzz,SPANISH
Nah,ENGLISH
def,ENGLISH
sad,SPANISH
haha,ENGLISH
DAFUQ,SPANISH
poor lion,ENGLISH
gg,ENGLISH
Ez,SPANISH
end,ENGLISH
end,ENGLISH
asjdkghjsabdik,ENGLISH
gg,ENGLISH
gg ez,SPANISH
go next,ENGLISH
idiot,ENGLISH
come feed,ENGLISH
mid,SPANISH
fast end,ENGLISH
"""end""",ENGLISH
HAHAHAHAHHAA,SPANISH
nice try,ENGLISH
end ur life,ENGLISH
useless beings,ENGLISH
idiots,ENGLISH
why so toxic,SPANISH
u guys are toxic,ENGLISH
toxic noob,SPANISH
okey report,ENGLISH
go ahead,ENGLISH
idiot,ENGLISH
hahaha,SPANISH
\ue10c\ue10c\ue10c\ue10c,SPANISH
lets take it late,ENGLISH
xd,SPANISH
wow,ENGLISH
cumback,ENGLISH
hahahaha,SPANISH
ty,ENGLISH
happy def,ENGLISH
y,ENGLISH
i just want to farm,ENGLISH
wtf,ENGLISH
Gg,ENGLISH
sadge,SPANISH
basic,ENGLISH
idiots,ENGLISH
hhahahahahahahaa,SPANISH
ez,SPANISH
да походы вы все первый раз игр,RUSSIAN
они командой а мы по одному,RUSSIAN
ggwp,ENGLISH
GGWP,ENGLISH
nicegam,ENGLISH
марс ,RUSSIAN
копье ,RUSSIAN
ахуенное ,RUSSIAN
его алан зовут ,RUSSIAN
нехуй марс,RUSSIAN
еблан ,RUSSIAN
затаймил ,RUSSIAN
ахуеть ,RUSSIAN
автохук ,RUSSIAN
ez,SPANISH
come 1v1 lion,ENGLISH
i repe you too,ENGLISH
:D,SPANISH
я афк,RUSSIAN
в пизду ,RUSSIAN
уёбище ,RUSSIAN
на никсе проходит ,RUSSIAN
сларка,RUSSIAN
и идёт,RUSSIAN
блять,RUSSIAN
я хз как с ними играть ,RUSSIAN
ебанаты ебаные,RUSSIAN
πανε γαμησου μαλακα ρωσσα μονο καλες πουτανες εχετε αχρηστοι παιχτες στην DOTA,[]
Ez geam ,ENGLISH
phylactery nyx,ENGLISH
wp,ENGLISH
seriously XD,ENGLISH
ez,SPANISH
GG,ENGLISH
gg wp ,ENGLISH
?,[]
lol,SPANISH
why typing ,ENGLISH
ez mid?,SPANISH
congrates,ENGLISH
get your trophy,ENGLISH
wow funny?,ENGLISH
are you joker?,ENGLISH
no im ur mother with small tits,ENGLISH
cm vardi bez paliva,SPANISH
axaxaxa,ENGLISH
=)),[]
Прювет,RUSSIAN
а чего скелет такой слабый,RUSSIAN
kj[b,ENGLISH
лохи,RUSSIAN
kos nanat,ENGLISH
rus madar jende,ENGLISH
ez mid,SPANISH
TF is bot,ENGLISH
jakiro mid :D,SPANISH
杀逼,CHINESE
傻逼是吗,CHINESE
继续买啥比,CHINESE
傻逼东西,CHINESE
别犯贱帕克,CHINESE
6连胜。被系统制裁了,CHINESE
你来杀你爹一次试试,CHINESE
帕克,CHINESE
xd,SPANISH
Xd,SPANISH
tf,ENGLISH
pee pee,ENGLISH
Xd,SPANISH
zz,ENGLISH
ZZ,ENGLISH
xd,SPANISH
gG,ENGLISH
retard,SPANISH
sb,ENGLISH
),[]
XD,SPANISH
i just fun bro,ENGLISH
hope ur fanmily goinna die,ENGLISH
ggwp,ENGLISH
lol,SPANISH
gege,ENGLISH
trash od ,ENGLISH
gg,ENGLISH
gg,ENGLISH
gg,ENGLISH
GG,ENGLISH
Go next,ENGLISH
yeah same with earth,ENGLISH
ez,SPANISH
eZ!!!,SPANISH
that ult,ENGLISH
изи инвокер,RUSSIAN
Gg rep jakiro,SPANISH
es noob,SPANISH
)0,[]
rip,ENGLISH
nyx,ENGLISH
sell pc,SPANISH
worth?,ENGLISH
yall too greedy fam,ENGLISH
ez,SPANISH
wait,ENGLISH
there was tb,ENGLISH
this game?,ENGLISH
REPORT MY TEAM,ENGLISH
xd,SPANISH
no team balance?,ENGLISH
tb delete dota,ENGLISH
AHAHHAHAHAHAAH,SPANISH
last pick tb,ENGLISH
after pick tiny in hard,ENGLISH
tb against a shaker,ENGLISH
and terror last pick,ENGLISH
what did you expect?,ENGLISH
pick wk after tiny,ENGLISH
2 heroes of this match,ENGLISH
i hve expected,ENGLISH
team balance,ENGLISH
THEY FEED U GUSY ALOT,ENGLISH
tb you arent playing this game bro,ENGLISH
4v5,ENGLISH
0 WARD IN OUR MAP,ENGLISH
i can stay now afk,ENGLISH
1/8,[]
0/7,[]
3/5,[]
5 wards,ENGLISH
ahahaha,SPANISH
just trash talker,ENGLISH
LET US END,ENGLISH
0/8,[]
gg,ENGLISH
report pls,ENGLISH
gg,ENGLISH
nice support tiny,ENGLISH
made impact,ENGLISH
gg,ENGLISH
0/8,[]
haha,ENGLISH
gg,ENGLISH
1/10,[]
ez game for life,ENGLISH
wk blaming tiny is the cherry n tp,ENGLISH
ez ,SPANISH
хахахахах,RUSSIAN
ахахахаха,RUSSIAN
хуесос нищий,RUSSIAN
xed,ENGLISH
?,[]
АХАХАХАХА,RUSSIAN
Я же не говорб что ты баранов трахал,RUSSIAN
???,[]
?????,[]
АХАХАХАХА,RUSSIAN
инвокер,RUSSIAN
?,[]
нубито,RUSSIAN
посмеемся?,RUSSIAN
EZ,SPANISH
这就是躺赢的快乐吗,CHINESE
гг,RUSSIAN
гг,RUSSIAN
Cerf,ENGLISH
))),[]
сука,RUSSIAN
сосамба,RUSSIAN
изи,RUSSIAN
ну мда ,RUSSIAN
Я НЕ ИОГУ НГВАХУЙ,RUSSIAN
КРИПОВ УБИВАЮТ,RUSSIAN
БФ БЛЯТЬ ЧЕРЕЗ 30 МИНУКИТ ЕНАХУЙ СОБЕРУ ТОЛЬКО,RUSSIAN
лох,RUSSIAN
сука,RUSSIAN
gg,ENGLISH
тима ебанатов,RUSSIAN
лох,RUSSIAN
живучая мраз,RUSSIAN
ахахахах,RUSSIAN
ты откуда взался,RUSSIAN
репорты разору и виверу,RUSSIAN
топ тема,RUSSIAN
и фантомке,RUSSIAN
end？,ENGLISH
+,[]
закончите фастом плс,RUSSIAN
лайк мне потом,RUSSIAN
затащил игру,RUSSIAN
я разора до слёз довёл,RUSSIAN
сидит ревёт в истерике,RUSSIAN
и меня,RUSSIAN
радует,RUSSIAN
bot on weawer,ENGLISH
),[]
ливайте дети,RUSSIAN
пошли лобби,RUSSIAN
дизраптор мид сила,RUSSIAN
фантомке репорт все пж,RUSSIAN
